sensor_id,timestamp,equipment_id,temperature_c,vibration_mms,current_a,pressure_bar
S-020024,2024-06-15 14:00,EQ-B02,44.8,1.52,13.5,5.45
S-020025,2024-06-15 14:00,EQ-B03,39.5,1.45,12.1,5.41
S-020026,2024-06-15 14:00,EQ-B04,38.3,1.14,10.0,5.7
S-020027,2024-06-15 14:00,EQ-C01,42.5,1.9,12.0,5.08
S-020028,2024-06-15 14:00,EQ-C02,42.6,2.49,14.7,4.95
S-020029,2024-06-15 14:00,EQ-C03,39.6,1.31,15.6,5.32
S-020030,2024-06-15 14:00,EQ-C04,38.1,1.44,12.3,5.04
S-020031,2024-06-15 16:00,EQ-A01,43.7,2.37,15.6,4.81
S-020032,2024-06-15 16:00,EQ-A02,44.0,2.65,14.8,4.92
S-020033,2024-06-15 16:00,EQ-A03,46.5,3.5,15.5,5.28
S-020034,2024-06-15 16:00,EQ-A04,42.1,2.24,11.0,4.95
S-020035,2024-06-15 16:00,EQ-B01,39.9,1.14,14.9,4.89
S-020036,2024-06-15 16:00,EQ-B02,39.0,1.14,12.9,5.3
S-020037,2024-06-15 16:00,EQ-B03,39.1,1.52,13.4,5.05
S-020038,2024-06-15 16:00,EQ-B04,39.4,1.34,10.4,5.41
S-020039,2024-06-15 16:00,EQ-C01,41.6,1.98,13.9,5.27
S-020040,2024-06-15 16:00,EQ-C02,44.8,2.01,15.5,5.2
S-020041,2024-06-15 16:00,EQ-C03,42.5,1.71,13.5,5.52
S-020042,2024-06-15 16:00,EQ-C04,40.6,1.38,12.4,5.23
S-020043,2024-06-15 18:00,EQ-A01,42.9,2.09,14.6,4.8
S-020044,2024-06-15 18:00,EQ-A02,43.2,2.43,14.0,4.96
S-020045,2024-06-15 18:00,EQ-A03,45.9,3.11,13.2,4.92
S-020046,2024-06-15 18:00,EQ-A04,44.5,2.02,12.2,4.93
S-020047,2024-06-15 18:00,EQ-B01,38.4,0.83,,5.73
S-020048,2024-06-15 18:00,EQ-B02,38.0,1.19,12.6,
S-020049,2024-06-15 18:00,EQ-B03,42.7,1.72,14.9,5.65
S-020050,2024-06-15 18:00,EQ-B04,38.2,1.16,11.7,5.49
S-020051,2024-06-15 18:00,EQ-C01,42.1,1.76,12.7,5.29
S-020052,2024-06-15 18:00,EQ-C02,41.9,2.56,13.7,4.98
S-020053,2024-06-15 18:00,EQ-C03,39.7,1.8,15.6,4.72
S-020054,2024-06-15 18:00,EQ-C04,42.0,1.11,12.8,5.15
S-020055,2024-06-15 20:00,EQ-A01,45.6,2.77,14.6,5.15
S-020056,2024-06-15 20:00,EQ-A02,45.1,2.35,15.2,5.2
S-020057,2024-06-15 20:00,EQ-A03,46.5,3.26,16.1,4.68
S-020058,2024-06-15 20:00,EQ-A04,39.7,1.89,12.5,5.36
S-020059,2024-06-15 20:00,EQ-B01,37.0,1.52,14.9,5.71
S-020060,2024-06-15 20:00,EQ-B02,39.9,1.02,14.0,5.52
S-020061,2024-06-15 20:00,EQ-B03,39.6,1.33,14.2,5.19
S-020062,2024-06-15 20:00,EQ-B04,37.6,1.25,10.1,5.7
S-020063,2024-06-15 20:00,EQ-C01,42.3,2.16,13.5,5.33
S-020064,2024-06-15 20:00,EQ-C02,44.7,2.24,15.9,5.43
S-020065,2024-06-15 20:00,EQ-C03,42.6,1.77,12.7,5.32
S-020066,2024-06-15 20:00,EQ-C04,36.6,,12.6,5.3
S-020067,2024-06-15 22:00,EQ-A01,45.4,2.72,16.3,4.85
S-020068,2024-06-15 22:00,EQ-A02,47.0,2.14,13.6,4.84
S-020069,2024-06-15 22:00,EQ-A03,45.8,3.67,15.5,4.82
S-020070,2024-06-15 22:00,EQ-A04,45.2,2.13,11.8,5.34
S-020071,2024-06-15 22:00,EQ-B01,42.1,1.12,12.1,5.61
S-020072,2024-06-15 22:00,EQ-B02,40.3,1.84,13.4,5.33
S-020073,2024-06-15 22:00,EQ-B03,44.5,1.89,13.8,5.51
S-020074,2024-06-15 22:00,EQ-B04,39.7,1.06,11.8,5.29
S-020075,2024-06-15 22:00,EQ-C01,,1.84,14.4,5.06
S-020076,2024-06-15 22:00,EQ-C02,44.0,2.39,,4.94
S-020077,2024-06-15 22:00,EQ-C03,43.9,1.98,16.0,5.13
S-020078,2024-06-15 22:00,EQ-C04,39.6,2.04,11.5,5.36
S-020079,2024-06-17 00:00,EQ-A01,47.6,2.58,14.4,5.3
S-020080,2024-06-17 00:00,EQ-A02,46.0,1.97,12.9,5.23
S-020081,2024-06-17 00:00,EQ-A04,43.6,1.99,11.4,5.04
S-020082,2024-06-17 00:00,EQ-B01,39.6,1.53,12.6,5.36
S-020083,2024-06-17 00:00,EQ-B02,37.8,1.56,11.9,5.52
S-020084,2024-06-17 00:00,EQ-B04,39.4,0.39,11.3,5.4
S-020085,2024-06-17 00:00,EQ-C01,43.8,1.83,14.5,5.37
S-020086,2024-06-17 00:00,EQ-C02,43.9,1.7,14.0,5.3
S-020087,2024-06-17 00:00,EQ-C03,41.6,2.21,15.1,5.25
S-020088,2024-06-17 00:00,EQ-C04,44.4,1.51,11.3,5.93
S-020089,2024-06-17 02:00,EQ-A01,46.0,2.96,14.4,4.9
S-020090,2024-06-17 02:00,EQ-A02,43.2,2.25,13.7,5.08
S-020091,2024-06-17 02:00,EQ-A03,49.5,3.12,16.3,4.49
S-020092,2024-06-17 02:00,EQ-A04,42.4,2.34,11.4,4.95
S-020093,2024-06-17 02:00,EQ-B01,38.2,0.81,14.0,5.54
S-020094,2024-06-17 02:00,EQ-B02,38.7,1.74,13.0,5.45
S-020095,2024-06-17 02:00,EQ-B03,43.8,1.77,14.9,5.1
S-020096,2024-06-17 02:00,EQ-B04,40.8,1.06,11.1,5.55
S-020097,2024-06-17 02:00,EQ-C01,42.6,1.64,14.2,5.62
S-020098,2024-06-17 02:00,EQ-C02,46.0,2.08,14.7,5.03
S-020099,2024-06-17 02:00,EQ-C03,45.3,1.95,14.4,5.47
S-020100,2024-06-17 02:00,EQ-C04,43.2,1.16,11.8,5.48
S-020101,2024-06-17 04:00,EQ-A01,45.0,,16.9,4.87
S-020102,2024-06-17 04:00,EQ-A02,43.9,2.32,14.5,4.94
S-020103,2024-06-17 04:00,EQ-A03,48.7,3.29,17.3,5.22
S-020104,2024-06-17 04:00,EQ-B01,39.0,1.0,11.7,5.28
S-020105,2024-06-17 04:00,EQ-B02,41.8,0.14,15.3,5.29
S-020106,2024-06-17 04:00,EQ-B03,41.4,1.47,12.6,5.26
S-020107,2024-06-17 04:00,EQ-B04,38.6,1.29,11.5,5.53
S-020108,2024-06-17 04:00,EQ-C01,43.7,1.84,14.0,5.27
S-020109,2024-06-17 04:00,EQ-C02,43.3,1.94,15.2,4.54
S-020110,2024-06-17 04:00,EQ-C03,43.6,1.88,13.4,5.25
S-020111,2024-06-17 06:00,EQ-A01,46.0,2.76,16.1,5.06
S-020112,2024-06-17 06:00,EQ-A02,44.9,2.63,14.7,4.97
S-020113,2024-06-17 06:00,EQ-A03,49.3,3.78,16.1,4.92
S-020114,2024-06-17 06:00,EQ-A04,45.5,1.48,11.0,5.41
S-020115,2024-06-17 06:00,EQ-B01,40.9,0.93,11.9,5.35
S-020116,2024-06-17 06:00,EQ-B02,42.2,1.9,13.5,5.32
S-020117,2024-06-17 06:00,EQ-B03,41.8,1.37,15.1,5.17
S-020118,2024-06-17 06:00,EQ-B04,39.7,0.76,11.4,5.26
S-020119,2024-06-17 06:00,EQ-C01,40.3,1.66,13.9,5.39
S-020120,2024-06-17 06:00,EQ-C02,43.2,2.59,14.3,4.84
S-020121,2024-06-17 06:00,EQ-C03,40.7,1.8,14.7,5.16
S-020122,2024-06-17 06:00,EQ-C04,42.8,1.46,12.2,5.2
S-020123,2024-06-17 08:00,EQ-A01,42.5,2.75,16.2,4.62
S-020124,2024-06-17 08:00,EQ-A02,41.4,2.33,12.2,4.79
S-020125,2024-06-17 08:00,EQ-A03,46.4,2.83,15.2,4.8
S-020126,2024-06-17 08:00,EQ-A04,45.0,1.66,13.0,5.0
S-020127,2024-06-17 08:00,EQ-B01,36.4,1.22,11.3,5.66
S-020128,2024-06-17 08:00,EQ-B03,40.2,1.5,14.0,5.49
S-020129,2024-06-17 08:00,EQ-B04,38.3,1.02,11.7,5.28
S-020130,2024-06-17 08:00,EQ-C01,43.1,1.77,13.9,5.04
S-020131,2024-06-17 08:00,EQ-C02,39.0,2.27,16.7,5.11
S-020132,2024-06-17 08:00,EQ-C03,41.9,1.71,12.9,5.34
S-020133,2024-06-17 08:00,EQ-C04,42.2,1.68,12.7,5.61
S-020134,2024-06-17 10:00,EQ-A01,44.0,3.06,14.7,4.94
S-020135,2024-06-17 10:00,EQ-A03,48.2,3.06,14.7,4.67
S-020136,2024-06-17 10:00,EQ-A04,41.6,1.82,11.4,5.28
S-020137,2024-06-17 10:00,EQ-B01,36.7,1.3,12.6,5.49
S-020138,2024-06-17 10:00,EQ-B02,38.7,1.37,14.5,5.15
S-020139,2024-06-17 10:00,EQ-B03,42.5,1.84,13.1,5.19
S-020140,2024-06-17 10:00,EQ-B04,37.6,1.48,11.5,5.51
S-020141,2024-06-17 10:00,EQ-C01,,1.68,12.8,4.98
S-020142,2024-06-17 10:00,EQ-C02,42.0,2.19,15.0,4.84
S-020143,2024-06-17 10:00,EQ-C03,39.1,1.77,14.4,5.36
S-020144,2024-06-17 10:00,EQ-C04,40.5,1.41,8.6,5.58
S-020145,2024-06-17 12:00,EQ-A01,44.3,2.93,16.6,5.25
S-020146,2024-06-17 12:00,EQ-A02,42.4,2.49,14.3,
S-020147,2024-06-17 12:00,EQ-A03,47.5,3.13,16.2,4.58
S-020148,2024-06-17 12:00,EQ-B01,38.0,1.18,13.4,5.75
S-020149,2024-06-17 12:00,EQ-B02,40.0,0.33,12.5,5.36
S-020150,2024-06-17 12:00,EQ-B03,40.4,1.68,13.5,5.37
S-020151,2024-06-17 12:00,EQ-B04,38.5,0.71,12.1,5.41
S-020152,2024-06-17 12:00,EQ-C01,41.1,1.98,12.9,5.17
S-020153,2024-06-17 12:00,EQ-C02,38.9,2.37,14.9,4.93
S-020154,2024-06-17 12:00,EQ-C04,38.0,1.12,13.8,4.72
S-020155,2024-06-17 14:00,EQ-A01,,2.41,15.0,5.04
S-020156,2024-06-17 14:00,EQ-A02,44.6,2.6,14.0,5.26
S-020157,2024-06-17 14:00,EQ-A03,47.4,2.81,15.5,4.86
S-020158,2024-06-17 14:00,EQ-A04,40.9,2.17,12.3,5.15
S-020159,2024-06-17 14:00,EQ-B01,37.0,1.53,13.0,5.54
S-020160,2024-06-17 14:00,EQ-B02,36.0,1.26,15.2,5.2
S-020161,2024-06-17 14:00,EQ-B03,39.1,,14.2,5.51
S-020162,2024-06-17 14:00,EQ-B04,37.2,0.84,11.9,5.56
S-020163,2024-06-17 14:00,EQ-C01,39.6,2.21,13.9,5.33
S-020164,2024-06-17 14:00,EQ-C02,41.8,2.16,12.8,5.05
S-020165,2024-06-17 14:00,EQ-C04,42.2,1.45,10.8,5.31
S-020166,2024-06-17 16:00,EQ-A01,,3.19,14.0,5.03
S-020167,2024-06-17 16:00,EQ-A02,44.8,2.27,15.4,4.71
S-020168,2024-06-17 16:00,EQ-A03,45.7,3.61,13.9,4.78
S-020169,2024-06-17 16:00,EQ-B01,38.5,1.43,14.4,5.2
S-020170,2024-06-17 16:00,EQ-B02,38.0,1.49,13.9,5.54
S-020171,2024-06-17 16:00,EQ-B03,40.2,1.4,14.7,5.6
S-020172,2024-06-17 16:00,EQ-B04,38.9,0.92,9.9,5.66
S-020173,2024-06-17 16:00,EQ-C01,41.4,1.8,14.0,4.95
S-020174,2024-06-17 16:00,EQ-C02,39.9,2.21,15.4,5.03
S-020175,2024-06-17 16:00,EQ-C03,42.9,1.75,14.0,5.2
S-020176,2024-06-17 16:00,EQ-C04,40.2,1.69,13.0,5.4
S-020177,2024-06-17 18:00,EQ-A01,44.7,3.0,15.6,5.01
S-020178,2024-06-17 18:00,EQ-A02,43.9,2.8,13.8,5.08
S-020179,2024-06-17 18:00,EQ-A03,46.9,3.43,15.3,4.72
S-020180,2024-06-17 18:00,EQ-A04,42.4,1.71,10.3,5.09
S-020181,2024-06-17 18:00,EQ-B02,39.9,1.35,,5.32
S-020182,2024-06-17 18:00,EQ-B03,40.0,1.06,15.2,5.45
S-020183,2024-06-17 18:00,EQ-B04,35.6,1.15,10.2,5.64
S-020184,2024-06-17 18:00,EQ-C01,40.6,8.65,15.4,4.91
S-020185,2024-06-17 18:00,EQ-C02,38.0,2.06,13.4,5.07
S-020186,2024-06-17 18:00,EQ-C03,40.5,1.84,13.5,4.93
S-020187,2024-06-17 18:00,EQ-C04,39.7,0.95,11.2,5.38
S-020188,2024-06-17 20:00,EQ-A01,45.0,3.06,16.0,5.19
S-020189,2024-06-17 20:00,EQ-A02,45.0,2.34,15.1,5.02
S-020190,2024-06-17 20:00,EQ-A03,47.6,3.6,16.6,4.56
S-020191,2024-06-17 20:00,EQ-A04,45.0,1.97,11.1,5.53
S-020192,2024-06-17 20:00,EQ-B01,37.3,1.29,14.5,5.47
S-020193,2024-06-17 20:00,EQ-B02,40.1,1.2,12.3,5.68
S-020194,2024-06-17 20:00,EQ-B03,41.8,1.15,14.5,5.27
S-020195,2024-06-17 20:00,EQ-B04,38.5,1.56,11.1,5.4
S-020196,2024-06-17 20:00,EQ-C01,40.7,1.79,14.0,5.55
S-020197,2024-06-17 20:00,EQ-C02,41.8,2.16,15.6,4.96
S-020198,2024-06-17 20:00,EQ-C03,40.3,,15.1,5.23
S-020199,2024-06-17 20:00,EQ-C04,40.6,1.4,12.4,5.12
S-020200,2024-06-17 22:00,EQ-A01,46.4,2.43,15.8,4.91
S-020201,2024-06-17 22:00,EQ-A02,45.4,2.87,16.0,5.04
S-020202,2024-06-17 22:00,EQ-A03,46.3,2.97,17.3,4.78
S-020203,2024-06-17 22:00,EQ-A04,46.9,,13.6,5.12
S-020204,2024-06-17 22:00,EQ-B01,39.3,1.23,13.8,5.64
S-020205,2024-06-17 22:00,EQ-B02,39.7,1.43,12.5,5.14
S-020206,2024-06-17 22:00,EQ-B03,41.4,2.08,14.5,5.49
S-020207,2024-06-17 22:00,EQ-B04,42.0,1.06,12.4,5.42
S-020208,2024-06-17 22:00,EQ-C01,42.9,2.28,,4.73
S-020209,2024-06-17 22:00,EQ-C02,,,16.2,5.25
S-020210,2024-06-17 22:00,EQ-C03,43.7,1.54,15.0,5.37
S-020211,2024-06-18 00:00,EQ-A01,46.3,3.0,14.9,4.85
S-020212,2024-06-18 00:00,EQ-A02,46.3,2.24,15.6,5.19
S-020213,2024-06-18 00:00,EQ-A03,47.8,3.16,15.3,4.84
S-020214,2024-06-18 00:00,EQ-A04,40.0,1.85,12.5,5.06
S-020215,2024-06-18 00:00,EQ-B01,42.1,1.05,11.6,5.27
S-020216,2024-06-18 00:00,EQ-B02,40.0,0.93,14.0,5.46
S-020217,2024-06-18 00:00,EQ-B03,42.9,1.69,13.0,5.21
S-020218,2024-06-18 00:00,EQ-B04,39.4,1.11,10.6,5.64
S-020219,2024-06-18 00:00,EQ-C01,40.1,1.99,13.2,5.48
S-020220,2024-06-18 00:00,EQ-C02,43.8,2.35,15.2,4.9
S-020221,2024-06-18 00:00,EQ-C03,42.5,1.93,14.8,5.34
S-020222,2024-06-18 00:00,EQ-C04,40.7,1.88,11.4,5.33
S-020223,2024-06-18 02:00,EQ-A01,45.8,2.82,15.5,5.05
S-020224,2024-06-18 02:00,EQ-A03,47.1,2.94,16.2,5.07
S-020225,2024-06-18 02:00,EQ-A04,45.7,1.63,11.9,4.97
S-020226,2024-06-18 02:00,EQ-B01,40.2,1.48,14.6,5.36
S-020227,2024-06-18 02:00,EQ-B02,39.3,1.43,14.9,5.32
S-020228,2024-06-18 02:00,EQ-B03,41.5,1.96,11.6,5.37
S-020229,2024-06-18 02:00,EQ-B04,40.5,,10.7,5.45
S-020230,2024-06-18 02:00,EQ-C01,42.2,1.58,15.4,4.93
S-020231,2024-06-18 02:00,EQ-C02,45.5,2.35,14.7,5.16
S-020232,2024-06-18 02:00,EQ-C03,41.9,1.9,13.5,5.15
S-020233,2024-06-18 02:00,EQ-C04,40.9,1.78,10.7,5.4
S-020234,2024-06-18 04:00,EQ-A01,43.6,2.51,14.3,5.1
S-020235,2024-06-18 04:00,EQ-A02,47.7,2.61,13.2,4.67
S-020236,2024-06-18 04:00,EQ-A03,48.9,2.8,15.1,4.61
S-020237,2024-06-18 04:00,EQ-A04,46.7,1.89,13.0,5.04
S-020238,2024-06-18 04:00,EQ-B01,39.5,1.16,12.3,5.41
S-020239,2024-06-18 04:00,EQ-B02,40.2,1.28,14.0,5.27
S-020240,2024-06-18 04:00,EQ-B03,40.5,1.08,14.0,5.68
S-020241,2024-06-18 04:00,EQ-B04,42.6,1.18,11.9,5.67
S-020242,2024-06-18 04:00,EQ-C01,39.9,2.06,13.0,5.34
S-020243,2024-06-18 04:00,EQ-C02,43.4,1.27,14.2,5.0
S-020244,2024-06-18 04:00,EQ-C03,46.8,2.11,15.1,5.14
S-020245,2024-06-18 04:00,EQ-C04,42.4,1.23,11.5,5.58
S-020246,2024-06-18 06:00,EQ-A01,47.5,3.08,14.0,4.97
S-020247,2024-06-18 06:00,EQ-A02,45.0,2.77,14.4,4.81
S-020248,2024-06-18 06:00,EQ-A03,47.7,3.27,16.9,5.02
S-020249,2024-06-18 06:00,EQ-A04,44.3,,12.7,4.94
S-020250,2024-06-18 06:00,EQ-B01,38.9,1.79,13.6,5.57
S-020251,2024-06-18 06:00,EQ-B02,40.1,0.94,13.2,5.65
S-020252,2024-06-18 06:00,EQ-B03,41.9,1.25,13.6,5.62
S-020253,2024-06-18 06:00,EQ-B04,36.9,1.11,10.8,5.69
S-020254,2024-06-18 06:00,EQ-C01,39.4,1.99,14.3,4.84
S-020255,2024-06-18 06:00,EQ-C02,46.1,1.65,14.1,4.68
S-020256,2024-06-18 06:00,EQ-C03,39.2,1.88,13.3,4.97
S-020257,2024-06-18 06:00,EQ-C04,43.5,1.74,12.0,5.37
S-020258,2024-06-18 08:00,EQ-A01,45.5,2.51,,5.15
S-020259,2024-06-18 08:00,EQ-A02,43.9,2.0,14.5,4.78
S-020260,2024-06-18 08:00,EQ-A03,46.4,,17.8,
S-020261,2024-06-18 08:00,EQ-A04,46.0,2.11,13.0,5.22
S-020262,2024-06-18 08:00,EQ-B01,35.4,1.25,12.8,5.53
S-020263,2024-06-18 08:00,EQ-B02,39.4,1.04,14.9,5.39
S-020264,2024-06-18 08:00,EQ-B03,38.3,1.77,13.9,5.66
S-020265,2024-06-18 08:00,EQ-B04,36.1,1.16,10.9,5.55
S-020266,2024-06-18 08:00,EQ-C01,42.5,2.56,14.7,4.94
S-020267,2024-06-18 08:00,EQ-C02,40.3,1.78,15.6,5.1
S-020268,2024-06-18 08:00,EQ-C03,42.1,2.11,15.4,5.24
S-020269,2024-06-18 08:00,EQ-C04,42.3,,12.4,5.39
S-020270,2024-06-18 10:00,EQ-A01,43.7,3.03,13.7,4.97
S-020271,2024-06-18 10:00,EQ-A02,,2.44,15.5,4.63
S-020272,2024-06-18 10:00,EQ-A03,44.3,3.28,16.4,4.37
S-020273,2024-06-18 10:00,EQ-A04,44.2,1.85,11.8,5.1
S-020274,2024-06-18 10:00,EQ-B01,37.9,1.52,15.3,5.67
S-020275,2024-06-18 10:00,EQ-B02,42.1,0.95,14.4,5.36
S-020276,2024-06-18 10:00,EQ-B03,38.2,1.73,14.8,5.43
S-020277,2024-06-18 10:00,EQ-B04,39.1,0.72,10.5,5.41
S-020278,2024-06-18 10:00,EQ-C01,40.6,1.66,14.2,5.06
S-020279,2024-06-18 10:00,EQ-C02,39.8,2.14,13.2,4.77
S-020280,2024-06-18 10:00,EQ-C03,42.1,1.52,15.0,5.48
S-020281,2024-06-18 10:00,EQ-C04,42.6,1.37,12.3,4.99
S-020282,2024-06-18 12:00,EQ-A01,44.4,2.13,14.9,4.73
S-020283,2024-06-18 12:00,EQ-A02,43.1,2.18,13.8,5.03
S-020284,2024-06-18 12:00,EQ-A03,46.5,4.04,17.0,4.84
S-020285,2024-06-18 12:00,EQ-A04,,1.86,12.2,5.37
S-020286,2024-06-18 12:00,EQ-B01,35.6,1.45,11.9,5.43
S-020287,2024-06-18 12:00,EQ-B02,41.7,0.96,13.1,5.49
S-020288,2024-06-18 12:00,EQ-B03,40.3,1.42,12.1,5.26
S-020289,2024-06-18 12:00,EQ-B04,38.9,1.66,11.3,5.51
S-020290,2024-06-18 12:00,EQ-C01,43.3,1.65,14.6,5.04
S-020291,2024-06-18 12:00,EQ-C02,42.1,1.33,15.2,5.32
S-020292,2024-06-18 12:00,EQ-C03,38.1,,14.8,5.37
S-020293,2024-06-18 12:00,EQ-C04,40.4,1.2,10.6,5.42
S-020294,2024-06-18 14:00,EQ-A01,42.7,2.62,15.4,4.87
S-020295,2024-06-18 14:00,EQ-A03,47.8,3.36,17.1,4.42
S-020296,2024-06-18 14:00,EQ-A04,45.5,2.03,11.1,5.47
S-020297,2024-06-18 14:00,EQ-B01,38.6,0.93,13.1,5.61
S-020298,2024-06-18 14:00,EQ-B02,37.0,1.0,13.6,5.11
S-020299,2024-06-18 14:00,EQ-B03,39.1,1.44,12.3,5.86
S-020300,2024-06-18 14:00,EQ-B04,36.7,1.38,10.5,5.37
S-020301,2024-06-18 14:00,EQ-C01,42.6,2.17,15.5,5.01
S-020302,2024-06-18 14:00,EQ-C02,41.2,2.62,15.5,5.19
S-020303,2024-06-18 14:00,EQ-C03,42.7,0.6,13.0,5.34
S-020304,2024-06-18 14:00,EQ-C04,39.1,1.31,,5.33
S-020305,2024-06-18 16:00,EQ-A01,47.1,2.88,15.5,4.93
S-020306,2024-06-18 16:00,EQ-A02,42.0,2.65,15.0,5.39
S-020307,2024-06-18 16:00,EQ-A04,41.2,2.1,13.0,5.53
S-020308,2024-06-18 16:00,EQ-B01,37.2,1.87,12.6,5.6
S-020309,2024-06-18 16:00,EQ-B02,38.6,1.0,13.0,5.04
S-020310,2024-06-18 16:00,EQ-B03,38.3,1.55,13.7,5.05
S-020311,2024-06-18 16:00,EQ-B04,40.6,1.07,,5.42
S-020312,2024-06-18 16:00,EQ-C01,41.9,1.67,14.0,5.09
S-020313,2024-06-18 16:00,EQ-C03,40.0,1.98,13.9,5.26
S-020314,2024-06-18 16:00,EQ-C04,42.9,1.79,11.8,5.33
S-020315,2024-06-18 18:00,EQ-A01,46.0,2.76,15.8,4.73
S-020316,2024-06-18 18:00,EQ-A02,43.7,2.25,14.5,5.03
S-020317,2024-06-18 18:00,EQ-A03,45.4,3.4,16.2,4.89
S-020318,2024-06-18 18:00,EQ-A04,51.9,1.93,12.2,5.63
S-020319,2024-06-18 18:00,EQ-B01,38.1,0.61,13.1,5.33
S-020320,2024-06-18 18:00,EQ-B02,37.5,1.6,13.4,5.49
S-020321,2024-06-18 18:00,EQ-B03,42.1,1.52,14.3,5.19
S-020322,2024-06-18 18:00,EQ-B04,37.7,0.78,10.6,5.74
S-020323,2024-06-18 18:00,EQ-C01,42.4,1.26,14.6,4.85
S-020324,2024-06-18 18:00,EQ-C03,40.0,,,5.31
S-020325,2024-06-18 18:00,EQ-C04,39.5,1.64,11.8,5.14
S-020326,2024-06-18 20:00,EQ-A01,45.1,2.45,16.1,5.11
S-020327,2024-06-18 20:00,EQ-A02,44.2,1.96,15.5,4.72
S-020328,2024-06-18 20:00,EQ-A03,48.1,3.6,16.4,4.74
S-020329,2024-06-18 20:00,EQ-A04,43.5,1.43,11.4,5.24
S-020330,2024-06-18 20:00,EQ-B01,38.0,1.01,13.4,5.27
S-020331,2024-06-18 20:00,EQ-B02,,0.98,14.8,5.5
S-020332,2024-06-18 20:00,EQ-B03,43.1,1.52,14.6,5.15
S-020333,2024-06-18 20:00,EQ-B04,39.0,1.59,11.3,5.35
S-020334,2024-06-18 20:00,EQ-C01,,1.88,12.3,5.29
S-020335,2024-06-18 20:00,EQ-C02,43.5,,14.1,5.13
S-020336,2024-06-18 20:00,EQ-C03,42.4,1.59,13.9,5.15
S-020337,2024-06-18 20:00,EQ-C04,39.5,1.62,11.6,5.16
S-020338,2024-06-18 22:00,EQ-A01,44.7,2.83,16.2,4.91
S-020339,2024-06-18 22:00,EQ-A02,44.0,2.3,14.8,5.0
S-020340,2024-06-18 22:00,EQ-A03,48.6,3.23,16.3,4.49
S-020341,2024-06-18 22:00,EQ-A04,43.7,1.5,10.3,5.43
S-020342,2024-06-18 22:00,EQ-B01,42.6,0.97,12.6,5.6
S-020343,2024-06-18 22:00,EQ-B02,38.1,1.37,13.2,5.61
S-020344,2024-06-18 22:00,EQ-B03,40.7,1.42,15.4,
S-020345,2024-06-18 22:00,EQ-B04,39.6,0.54,10.5,5.28
S-020346,2024-06-18 22:00,EQ-C01,46.5,1.48,12.8,5.08
S-020347,2024-06-18 22:00,EQ-C02,43.7,2.03,13.6,5.4
S-020348,2024-06-18 22:00,EQ-C03,41.9,1.31,14.8,5.21
S-020349,2024-06-18 22:00,EQ-C04,40.8,1.8,12.2,5.05
S-020350,2024-06-19 00:00,EQ-A01,47.5,2.63,15.7,4.88
S-020351,2024-06-19 00:00,EQ-A02,45.8,1.98,12.8,5.15
S-020352,2024-06-19 00:00,EQ-A03,48.7,3.18,16.2,4.71
S-020353,2024-06-19 00:00,EQ-A04,44.6,2.09,11.3,5.06
S-020354,2024-06-19 00:00,EQ-B01,40.7,0.97,13.7,5.79
S-020355,2024-06-19 00:00,EQ-B02,40.2,1.18,12.8,5.35
S-020356,2024-06-19 00:00,EQ-B03,41.6,1.32,14.0,4.98
S-020357,2024-06-19 00:00,EQ-B04,37.7,1.47,12.3,5.73
S-020358,2024-06-19 00:00,EQ-C01,42.7,1.8,14.1,4.86
S-020359,2024-06-19 00:00,EQ-C02,44.6,2.16,13.8,5.05
S-020360,2024-06-19 00:00,EQ-C03,41.8,1.73,15.1,5.19
S-020361,2024-06-19 00:00,EQ-C04,38.9,1.38,10.9,5.43
S-020362,2024-06-19 02:00,EQ-A01,46.2,2.88,13.8,4.9
S-020363,2024-06-19 02:00,EQ-A02,45.4,2.03,14.1,4.74
S-020364,2024-06-19 02:00,EQ-A03,48.2,3.09,15.5,4.55
S-020365,2024-06-19 02:00,EQ-A04,43.9,2.13,,5.38
S-020366,2024-06-19 02:00,EQ-B01,37.3,1.53,12.2,5.82
S-020367,2024-06-19 02:00,EQ-B02,40.6,1.61,14.3,5.47
S-020368,2024-06-19 02:00,EQ-B03,40.1,0.93,14.5,5.89
S-020369,2024-06-19 02:00,EQ-B04,39.9,0.71,10.1,5.78
S-020370,2024-06-19 02:00,EQ-C01,40.9,1.96,15.9,4.93
S-020371,2024-06-19 02:00,EQ-C02,41.7,1.79,13.9,5.17
S-020372,2024-06-19 02:00,EQ-C03,41.4,1.74,13.7,
S-020373,2024-06-19 02:00,EQ-C04,40.3,1.28,10.8,5.26
S-020374,2024-06-19 04:00,EQ-A01,42.1,2.45,16.0,4.83
S-020375,2024-06-19 04:00,EQ-A02,45.1,6.97,15.1,5.08
S-020376,2024-06-19 04:00,EQ-A03,46.4,3.07,17.4,5.05
S-020377,2024-06-19 04:00,EQ-A04,43.3,2.04,13.7,5.24
S-020378,2024-06-19 04:00,EQ-B01,41.7,1.69,13.9,5.64
S-020379,2024-06-19 04:00,EQ-B02,39.2,1.03,12.4,5.42
S-020380,2024-06-19 04:00,EQ-B03,41.3,1.45,13.3,4.97
S-020381,2024-06-19 04:00,EQ-B04,40.6,1.46,10.4,5.44
S-020382,2024-06-19 04:00,EQ-C01,41.5,1.28,13.4,4.97
S-020383,2024-06-19 04:00,EQ-C02,43.6,1.9,13.8,5.31
